,yea,nay,bill,no. yea
4614,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Das', 'Dhingra', 'Ericksen', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Darneille', 'Hasegawa', 'Saldaña']",['ESSB 5614'],47
4616,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Wellman'],['ESB 5616'],50
4621,"['Billig', 'Braun', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Takko', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Bailey', 'Becker', 'Brown', 'Ericksen', 'Honeyford', ""O'Ban"", 'Padden', 'Short', 'Wilson', 'L.']",['SSB 5621'],40
4652,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'King', 'Kuderer', 'Liias', 'McCoy', 'Mullet', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Darneille', 'Das', 'Hasegawa', 'Keiser', 'Lovelett', 'Nguyen', 'Randall']",['SSB 5652'],43
4668,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['SSB 5668'],49
4672,"['Becker', 'Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Holy', 'Honeyford', ""O'Ban"", 'Padden', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['2SSB 5672'],32
4687,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Conway', 'Hasegawa', 'Van De Wege']",['SSB 5687'],48
4689,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Walsh', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['SSB 5689'],31
4694,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['SSB 5694'],50
4695,"['Becker', 'Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Bailey', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'Mullet', 'Padden', 'Schoesler', 'Sheldon', 'Short', 'Warnick']",['SSB 5695'],37
4716,"['Bailey', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Becker', 'Ericksen', 'Fortunato', 'Honeyford', 'Padden', 'Rivers', 'Schoesler', 'Short', 'Warnick']",['SB 5716'],40
4720,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['2E2SSB 5720'],50
4723,"['Bailey', 'Becker', 'Billig', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Takko', 'Van De Wege', 'Wagoner', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Braun', 'Honeyford', 'Padden', 'Short', 'Walsh']",['SSB 5723'],45
4734,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Ericksen'],['SSB 5734'],50
4735,"['Billig', 'Carlyle', 'Cleveland', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Sheldon', 'Takko', 'Van De Wege', 'Walsh', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['SSB 5735'],30
4740,"['Billig', 'Braun', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Frockt', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Becker', 'Brown', 'Ericksen', 'Fortunato', 'Hasegawa', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.']",['2E2SSB 5740'],27
4741,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Saldaña', 'Salomon', 'Schoesler', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Bailey'],['ESSB 5741'],46
4746,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Hasegawa', 'Mullet']",['ESSB 5746'],48
4748,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Saldaña', 'Salomon', 'Schoesler', 'Short', 'Takko', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Van De Wege'],['SSB 5748'],47
4755,"['Bailey', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['ESB 5755'],46
4763,"['Bailey', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Hasegawa', 'Liias']",['SSB 5763'],48
4765,"['Bailey', 'Becker', 'Billig', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Braun', 'Hasegawa', 'Wagoner']",['ESB 5765'],45
4774,"['Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Takko', 'Van De Wege', 'Wagoner', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Bailey', 'Becker', 'Ericksen', 'Fortunato', 'Hasegawa', 'Honeyford', 'Padden', 'Short']",['2SSB 5774'],42
4782,"['Becker', 'Billig', 'Braun', 'Brown', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Frockt'],['SB 5782'],48
4786,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['SB 5786'],48
4789,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'Mullet', 'Nguyen', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Wilson', 'C.']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Short', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'L.', 'Zeiger']",['SSB 5789'],26
4792,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Hasegawa', 'Honeyford']",['SB 5792'],48
4800,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Walsh', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Padden', 'Rivers', 'Schoesler', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.']",['2SSB 5800'],31
4811,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Wellman', 'Wilson', 'C.']","['Becker', 'Braun', 'Brown', 'Fortunato', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['SB 5811'],26
4812,"['Bailey', 'Becker', 'Billig', 'Brown', 'Cleveland', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Short', 'Takko', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.']","['Braun', 'Conway', 'Ericksen', 'Frockt', 'Hasegawa', 'Honeyford', 'King', 'Sheldon', 'Wagoner', 'Zeiger']",['ESSB 5812'],40
4815,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Short', 'Takko', 'Van De Wege', 'Walsh', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Wagoner', 'Warnick']",['SSB 5815'],47
4820,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Honeyford', 'Padden', 'Short']",['2SSB 5820'],47
4822,"['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']","['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']",['2SSB 5822'],22
4825,"['Bailey', 'Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Walsh', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Hasegawa', 'Honeyford', 'King', ""O'Ban"", 'Rivers', 'Schoesler', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.']",['ESSB 5825'],33
4834,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Sheldon', 'Stanford', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Becker', 'Brown', 'Ericksen', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['ESB 5834'],30
4846,"['Bailey', 'Billig', 'Braun', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Brown', 'Ericksen', 'Holy', 'Honeyford', 'Schoesler', 'Short', 'Wilson', 'L.']",['2SSB 5846'],40
4851,"['Bailey', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Honeyford', 'Padden']",['SSB 5851'],44
4853,"['Becker', 'Billig', 'Braun', 'Brown', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Rivers', 'Rolfes', 'Saldaña', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Honeyford', 'Mullet', 'Padden', 'Randall', 'Salomon']",['ESSB 5853'],42
